date,startup,vertical,subvertical,city,investors,round,amount,Date
16/06/2016,diro,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,3.73,2016-06-16
16/06/2016,unnatihelpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,4.98,2016-06-16
16/06/2016,athletto,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,Atul Ingle,Seed Funding,0.0,2016-06-16
16/06/2016,saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity,0.0,2016-06-16
16/06/2016,voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,166.0,2016-06-16
16/06/2016,thinkphi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,0.0,2016-06-16
17/06/2016,cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,99.6,2016-06-17
17/06/2016,silvaninnovation,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,7.47,2016-06-17
17/06/2016,greythr,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,43.16,2016-06-17
17/06/2016,duffl,eCommerce,Fashion Rental Marketplace,Bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,0.0,2016-06-17
17/06/2016,byg,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,0.0,2016-06-17
20/06/2016,dipper,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed investor,Seed Funding,0.0,2016-06-20
20/06/2016,qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Funding,0.0,2016-06-20
20/06/2016,theindianiris,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,0.0,2016-06-20
21/06/2016,onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,1.25,2016-06-21
21/06/2016,restate,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed Funding,0.0,2016-06-21
21/06/2016,cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,0.0,2016-06-21
21/06/2016,procmart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,0.0,2016-06-21
21/06/2016,celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,3.32,2016-06-21
21/06/2016,naturenama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,1.87,2016-06-21
21/06/2016,cyclopsmed,Technology,Medical Technology Provider,Bangalore,CP Bothra,Seed Funding,0.0,2016-06-21
21/06/2016,syonacosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,1.25,2016-06-21
21/06/2016,prettysecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,49.8,2016-06-21
22/06/2016,spiderg,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,1.25,2016-06-22
23/06/2016,fareye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,29.05,2016-06-23
23/06/2016,theuolo,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,1.74,2016-06-23
23/06/2016,staqu,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed Funding,0.0,2016-06-23
23/06/2016,padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity,0.0,2016-06-23
24/06/2016,drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,0.41,2016-06-24
24/06/2016,pratilipi,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,Nexus Venture Partners,Seed Funding,0.0,2016-06-24
24/06/2016,parablu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,4.15,2016-06-24
24/06/2016,schedulerslogistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,49.8,2016-06-24
24/06/2016,leap,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,24.9,2016-06-24
24/06/2016,kabadiexpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding,1.23,2016-06-24
27/06/2016,yourdost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,9.96,2016-06-27
27/06/2016,gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed investor,Seed Funding,0.83,2016-06-27
27/06/2016,volercars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"Kanodia family, Amit Banka",Seed Funding,0.0,2016-06-27
27/06/2016,travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity,24.9,2016-06-27
28/06/2016,fabhotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity,66.4,2016-06-28
28/06/2016,locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,2.49,2016-06-28
28/06/2016,lendingkart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,265.6,2016-06-28
28/06/2016,hellotax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,2.45,2016-06-28
28/06/2016,mysuperbrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,0.0,2016-06-28
28/06/2016,blogbeats,Consumer Internet,Online Blogging Platform,Bangalore,Undisclosed Investor,Seed Funding,0.0,2016-06-28
29/06/2016,letreach,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,0.83,2016-06-29
29/06/2016,trendie,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,0.41,2016-06-29
29/06/2016,impactguru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,0.0,2016-06-29
29/06/2016,velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,12.45,2016-06-29
30/06/2016,meru,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,207.5,2016-06-30
30/06/2016,campusdiaries,Consumer Internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed Funding,1.83,2016-06-30
30/06/2016,scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bangalore,"Omidyar Network, Accel Partners & existing investors",Private Equity,0.0,2016-06-30
30/06/2016,biryaniblues,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,3.05,2016-06-30
01/05/2016,motomojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,0.0,2016-05-01
01/05/2016,getmyparking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,3.12,2016-05-01
01/05/2016,prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,1.2,2016-05-01
02/05/2016,airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed Funding,0.0,2016-05-02
03/05/2016,mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,415.0,2016-05-03
03/05/2016,idreamcareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity,0.0,2016-05-03
03/05/2016,zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed investors,Seed Funding,2.08,2016-05-03
03/05/2016,boibanit,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed Funding,0.0,2016-05-03
03/05/2016,zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,1.49,2016-05-03
03/05/2016,prepathon,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity,0.0,2016-05-03
04/05/2016,easyroads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,1.66,2016-05-04
04/05/2016,lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,498.0,2016-05-04
04/05/2016,seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,99.6,2016-05-04
04/05/2016,solartown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding,1.66,2016-05-04
04/05/2016,comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding,1.66,2016-05-04
04/05/2016,mydentistchoice,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed Funding,1.25,2016-05-04
04/05/2016,activeai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,4.15,2016-05-04
04/05/2016,affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,4.15,2016-05-04
04/05/2016,indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,4.15,2016-05-04
05/05/2016,unbxd,Technology,eCommerce product discovery software,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,0.0,2016-05-05
05/05/2016,weballigator,Consumer Internet,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,3.11,2016-05-05
06/05/2016,eduace,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,8.3,2016-05-06
06/05/2016,meesho,eCommerce,Social commerce platform,Bangalore,Rajul Garg & Others,Seed Funding,0.0,2016-05-06
07/05/2016,zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed Funding,0.62,2016-05-07
09/05/2016,locus,Technology,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,22.82,2016-05-09
09/05/2016,tokoinnovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,3.73,2016-05-09
09/05/2016,rentickle,eCommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,2.08,2016-05-09
10/05/2016,healthifyme,Consumer Internet,Health & Fitness App,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,49.8,2016-05-10
10/05/2016,zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,12.45,2016-05-10
10/05/2016,innonanoresearch,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,149.4,2016-05-10
10/05/2016,schoolwear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed Funding,12.45,2016-05-10
10/05/2016,swiggy,Consumer Internet,Food Delivery Platform,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,58.1,2016-05-10
11/05/2016,zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity,7.47,2016-05-11
11/05/2016,faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,0.0,2016-05-11
11/05/2016,fractalanalytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,830.0,2016-05-11
12/05/2016,unacademy,Consumer Internet,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,4.15,2016-05-12
12/05/2016,capitalfloat,Consumer Internet,Online Lending Platform,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,207.5,2016-05-12
12/05/2016,lifecircle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,1.25,2016-05-12
12/05/2016,dreamwallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,0.0,2016-05-12
12/05/2016,shabdnagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed Funding,0.0,2016-05-12
12/05/2016,galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,"Phanindra Sama, Raghunandan G,",Seed Funding,0.0,2016-05-12
12/05/2016,derbii,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed Funding,0.0,2016-05-12
13/05/2016,stayzilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,112.05,2016-05-13
13/05/2016,wowexpress,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,18.26,2016-05-13
16/05/2016,smartivity,eCommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,8.3,2016-05-16
16/05/2016,bedbathmore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,0.0,2016-05-16
17/05/2016,murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,0.0,2016-05-17
17/05/2016,crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,0.0,2016-05-17
17/05/2016,blinge,eCommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,0.0,2016-05-17
18/05/2016,thesmartq,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding,2.08,2016-05-18
18/05/2016,purplehealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,0.83,2016-05-18
18/05/2016,fundamentor,Education,Aptitude Development Program,Pune,Subramanya SV,Seed Funding,0.0,2016-05-18
18/05/2016,edupristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,83.0,2016-05-18
18/05/2016,bhiveworkspace,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,8.3,2016-05-18
18/05/2016,parentlane,Consumer Internet,Parenting & Child Care app,Bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,0.0,2016-05-18
19/05/2016,appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding,8.3,2016-05-19
19/05/2016,nikiai,Technology,Artificial Intelligence Platform,Bangalore,Ratan Tata,Private Equity,0.0,2016-05-19
19/05/2016,taxivaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding,4.15,2016-05-19
19/05/2016,veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,4.15,2016-05-19
20/05/2016,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,2.49,2016-05-20
23/05/2016,edurev,Consumer Internet,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed Funding,0.0,2016-05-23
23/05/2016,hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding,0.74,2016-05-23
24/05/2016,eatonomist,Consumer Internet,Food Delivery Platform,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed Funding,0.0,2016-05-24
24/05/2016,goalwise,Consumer Internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed Funding,8.3,2016-05-24
25/05/2016,roast,Consumer Internet,Mobile entertainment App,New Delhi,Indian Angel Network,Seed Funding,0.0,2016-05-25
25/05/2016,addresshealth,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,12.45,2016-05-25
25/05/2016,arcatron,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,0.83,2016-05-25
25/05/2016,shethepeople,Consumer Internet,Digital platform for Women,New Delhi,Anand Mahindra,Seed Funding,0.0,2016-05-25
26/05/2016,cleartax,Consumer Internet,Online Income Tax Filing platform,Bangalore,"FF Angel, Sequoia Capital",Private Equity,16.6,2016-05-26
26/05/2016,consuremedical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,0.0,2016-05-26
26/05/2016,mchamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding,3.94,2016-05-26
27/05/2016,pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,"Kunal Shah, Sandeep Tandon",Seed Funding,0.0,2016-05-27
30/05/2016,vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,1.66,2016-05-30
31/05/2016,playyoursport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta and other undisclosed investors,Seed Funding,0.0,2016-05-31
31/05/2016,koovs,eCommerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Equity,36.52,2016-05-31
31/05/2016,ccavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,73.87,2016-05-31
31/05/2016,1mg,eCommerce,Online Pharmacy,Gurgaon,HBM Healthcare Investments,Private Equity,0.0,2016-05-31
31/05/2016,tpot,Food & Beverage,QSR Chain,Gurgaon,Ashish Gupta,Seed Funding,0.0,2016-05-31
31/05/2016,machadalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,1.45,2016-05-31
01/04/2016,dilmil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,22.41,2016-04-01
01/04/2016,picsdream,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Seed Funding,0.0,2016-04-01
01/04/2016,process9,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,0.0,2016-04-01
04/04/2016,housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,0.0,2016-04-04
04/04/2016,rollmafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other undisclosed investors,Seed Funding,0.0,2016-04-04
